interaction_id,client_id,advisor_id,date,type,initiated_by,duration_minutes,outcome,sentiment,topics_discussed,commitment_made,commitment_fulfilled,follow_up_created,follow_up_due_date
I1039,C0055,ADV001,2024-12-27,In-person meeting,advisor,90,neutral — client to consider,neutral,portfolio review|estate planning,False,,False,
I1040,C0055,ADV001,2024-12-30,Video call,advisor,51,positive — follow up scheduled,neutral,family financial planning,False,,False,
I1041,C0055,ADV001,2025-01-03,Email,client,0,positive — action taken,positive,cash flow review|next gen engagement,False,,False,
I1042,C0055,ADV001,2025-01-04,In-person meeting,advisor,89,positive — action taken,positive,risk tolerance review|rebalancing,True,False,True,2025-01-23
I1043,C0055,ADV001,2025-01-12,Video call,advisor,54,positive — follow up scheduled,positive,risk tolerance review|portfolio review,False,,False,
I1044,C0055,ADV001,2025-01-16,Phone call,client,21,neutral — information provided,positive,risk tolerance review,False,,False,
I1045,C0055,ADV001,2025-01-21,Phone call,client,10,positive — action taken,positive,next gen engagement|market update,True,True,True,2025-02-09
I1046,C0055,ADV001,2025-01-31,In-person meeting,client,57,positive — action taken,positive,next gen engagement|risk tolerance review,False,,False,
I1047,C0055,ADV001,2025-02-02,Phone call,client,13,neutral — information provided,positive,property discussion,False,,False,
I1048,C0055,ADV001,2025-02-06,Phone call,advisor,16,negative — complaint raised,negative,next gen engagement|portfolio review,False,,False,
I1049,C0055,ADV001,2025-02-15,Phone call,advisor,29,positive — follow up scheduled,neutral,market update,True,False,False,2025-03-16
I1050,C0055,ADV001,2025-02-21,Phone call,client,24,positive — follow up scheduled,positive,risk tolerance review|new investment opportunity,False,,False,
I1051,C0055,ADV001,2025-02-25,Email,client,0,negative — complaint raised,negative,next gen engagement|family financial planning|philanthropic planning,False,,False,
I1052,C0055,ADV001,2025-02-26,Phone call,advisor,20,positive — follow up scheduled,positive,new investment opportunity|philanthropic planning|risk tolerance review,False,,False,
I1053,C0055,ADV001,2025-03-02,Email,advisor,0,positive — follow up scheduled,positive,inheritance planning,False,,False,
I1054,C0055,ADV001,2025-03-03,Phone call,advisor,18,neutral — client to consider,neutral,rebalancing,False,,False,
I1055,C0055,ADV001,2025-03-04,In-person meeting,advisor,48,neutral — information provided,positive,new investment opportunity|philanthropic planning,True,True,True,2025-03-30
I1056,C0055,ADV001,2025-03-06,Phone call,advisor,20,neutral — information provided,positive,insurance review|philanthropic planning|rebalancing,False,,False,
I1057,C0055,ADV001,2025-03-06,Phone call,advisor,26,neutral — client to consider,neutral,cash flow review|new investment opportunity|inheritance planning,False,,False,
I1058,C0055,ADV001,2025-03-07,In-person meeting,advisor,54,neutral — information provided,positive,portfolio review|philanthropic planning,False,,False,
I1059,C0055,ADV001,2025-03-10,Email,advisor,0,positive — follow up scheduled,neutral,rebalancing,False,,False,
I1060,C0055,ADV001,2025-03-14,Phone call,advisor,18,neutral — information provided,positive,family financial planning|insurance review,False,,False,
I1061,C0055,ADV001,2025-03-14,Phone call,advisor,10,positive — action taken,positive,retirement planning,False,,False,
I1062,C0055,ADV001,2025-03-29,Phone call,advisor,27,positive — follow up scheduled,neutral,risk tolerance review,True,True,True,2025-04-24
I1063,C0055,ADV001,2025-03-30,Phone call,advisor,28,neutral — information provided,neutral,philanthropic planning,False,,False,
I1064,C0055,ADV001,2025-04-06,In-person meeting,advisor,53,neutral — client to consider,negative,tax planning,True,True,True,2025-04-15
I1065,C0055,ADV001,2025-04-14,Review meeting,advisor,108,positive — action taken,positive,next gen engagement,False,,False,
I1066,C0055,ADV001,2025-04-21,Email,advisor,0,positive — follow up scheduled,positive,estate planning,False,,False,
I1067,C0055,ADV001,2025-04-23,Phone call,client,17,positive — follow up scheduled,positive,portfolio review,False,,False,
I1068,C0055,ADV001,2025-04-25,Email,advisor,0,positive — follow up scheduled,positive,market update,False,,False,
I1069,C0055,ADV001,2025-05-02,Phone call,client,10,positive — follow up scheduled,neutral,cash flow review|next gen engagement|portfolio review,False,,False,
I1070,C0055,ADV001,2025-05-17,Email,advisor,0,positive — follow up scheduled,positive,insurance review,False,,False,
I1071,C0055,ADV001,2025-05-19,Phone call,client,21,neutral — information provided,neutral,goal progress|inheritance planning|tax planning,False,,False,
I1072,C0055,ADV001,2025-05-30,Video call,client,47,positive — follow up scheduled,positive,philanthropic planning|inheritance planning,False,,False,
I1073,C0055,ADV001,2025-06-02,In-person meeting,advisor,61,positive — action taken,positive,tax planning|cash flow review,True,True,True,2025-06-29
I1074,C0055,ADV001,2025-06-10,In-person meeting,advisor,69,positive — follow up scheduled,positive,insurance review,False,,False,
I1075,C0055,ADV001,2025-06-19,In-person meeting,advisor,58,neutral — information provided,neutral,cash flow review|business exit planning|new investment opportunity,False,,False,
I1076,C0055,ADV001,2025-06-19,Phone call,client,16,neutral — information provided,neutral,portfolio review|cash flow review|philanthropic planning,False,,False,
I1077,C0055,ADV001,2025-06-25,Video call,advisor,42,neutral — client to consider,negative,property discussion|rebalancing|insurance review,False,,False,
I1078,C0055,ADV001,2025-06-26,Video call,advisor,55,neutral — information provided,neutral,new investment opportunity|estate planning|cash flow review,False,,False,
I1079,C0055,ADV001,2025-06-26,Video call,advisor,60,neutral — client to consider,neutral,portfolio review|cash flow review,False,,False,
I1080,C0055,ADV001,2025-06-30,Email,advisor,0,positive — action taken,positive,insurance review,False,,False,
I1081,C0055,ADV001,2025-07-01,Phone call,advisor,19,neutral — client to consider,neutral,tax planning,True,True,True,2025-07-14
I1082,C0055,ADV001,2025-07-03,Email,client,0,neutral — information provided,neutral,goal progress|portfolio review,True,True,True,2025-07-28
I1083,C0055,ADV001,2025-07-03,Phone call,advisor,12,neutral — client to consider,neutral,market update|insurance review|retirement planning,False,,False,
I1084,C0055,ADV001,2025-07-14,Phone call,advisor,23,positive — follow up scheduled,neutral,portfolio review,False,,False,
I1085,C0055,ADV001,2025-08-06,Email,client,0,neutral — client to consider,neutral,cash flow review|next gen engagement|tax planning,True,True,True,2025-08-19
I1086,C0055,ADV001,2025-08-10,Email,advisor,0,neutral — information provided,neutral,risk tolerance review|next gen engagement|inheritance planning,False,,False,
I1087,C0055,ADV001,2025-08-12,In-person meeting,advisor,68,positive — action taken,positive,next gen engagement|goal progress,False,,False,
I1088,C0055,ADV001,2025-08-16,Phone call,advisor,30,neutral — information provided,positive,risk tolerance review|goal progress,False,,False,
I1089,C0055,ADV001,2025-08-26,Email,advisor,0,positive — action taken,positive,next gen engagement|risk tolerance review|goal progress,True,True,True,2025-09-06
I1090,C0055,ADV001,2025-09-04,Phone call,advisor,15,positive — follow up scheduled,neutral,property discussion,False,,False,
I1091,C0055,ADV001,2025-09-06,Review meeting,advisor,100,positive — follow up scheduled,positive,goal progress|market update|risk tolerance review,False,,False,
I1092,C0055,ADV001,2025-09-10,Phone call,client,26,neutral — information provided,neutral,retirement planning|tax planning|cash flow review,True,True,True,2025-09-22
I1093,C0055,ADV001,2025-09-13,Email,client,0,neutral — information provided,positive,business exit planning|inheritance planning,False,,False,
I1094,C0055,ADV001,2025-09-16,Phone call,advisor,13,neutral — information provided,neutral,rebalancing,False,,False,
I1095,C0055,ADV001,2025-09-23,Video call,advisor,55,positive — follow up scheduled,positive,tax planning|next gen engagement|estate planning,False,,False,
I1096,C0055,ADV001,2025-09-25,Phone call,client,16,positive — follow up scheduled,positive,tax planning|insurance review|portfolio review,True,True,True,2025-10-07
I1097,C0055,ADV001,2025-10-06,Email,advisor,0,positive — action taken,positive,risk tolerance review,False,,False,
I1098,C0055,ADV001,2025-10-16,Phone call,advisor,21,positive — action taken,positive,cash flow review,False,,False,
I1099,C0055,ADV001,2025-10-20,Video call,advisor,51,neutral — client to consider,neutral,retirement planning|next gen engagement,False,,False,
I1100,C0055,ADV001,2025-11-02,Phone call,advisor,27,positive — follow up scheduled,neutral,risk tolerance review,False,,False,
I1101,C0055,ADV001,2025-11-02,Video call,client,30,neutral — information provided,neutral,retirement planning|next gen engagement,False,,False,
I1102,C0055,ADV001,2025-11-04,Email,advisor,0,positive — follow up scheduled,neutral,tax planning|rebalancing|insurance review,True,True,True,2025-11-26
I1103,C0055,ADV001,2025-11-04,Phone call,client,16,positive — follow up scheduled,neutral,risk tolerance review|tax planning|portfolio review,True,False,False,2025-11-11
I1104,C0055,ADV001,2025-11-14,Email,advisor,0,neutral — information provided,positive,inheritance planning|retirement planning|market update,True,True,False,2025-11-26
I1105,C0055,ADV001,2025-11-16,Phone call,advisor,20,positive — follow up scheduled,positive,tax planning|market update,True,True,True,2025-11-23
I1106,C0055,ADV001,2025-11-19,In-person meeting,client,69,positive — follow up scheduled,positive,cash flow review,True,False,True,2025-12-14
I1107,C0055,ADV001,2025-11-21,Phone call,advisor,13,neutral — information provided,neutral,goal progress,True,False,True,2025-12-17
I1108,C0055,ADV001,2025-11-25,Email,advisor,0,positive — follow up scheduled,neutral,philanthropic planning,False,,False,
I1109,C0055,ADV001,2025-11-26,Email,advisor,0,positive — follow up scheduled,positive,risk tolerance review|estate planning,True,False,True,2025-12-24
I1110,C0055,ADV001,2025-11-30,Email,client,0,negative — client concerned,negative,tax planning,True,True,True,2025-12-28
I1111,C0055,ADV001,2025-12-09,Email,advisor,0,positive — follow up scheduled,neutral,estate planning|goal progress,False,,False,
I1112,C0055,ADV001,2025-12-19,Email,advisor,0,positive — follow up scheduled,positive,inheritance planning,False,,False,
I1113,C0055,ADV001,2025-12-21,Email,advisor,0,positive — action taken,positive,philanthropic planning|portfolio review,False,,False,
I1114,C0055,ADV001,2025-12-28,Phone call,client,16,neutral — client to consider,neutral,next gen engagement,False,,False,
I1115,C0055,ADV001,2025-12-30,Phone call,advisor,27,positive — follow up scheduled,neutral,market update,True,True,True,2026-01-08
I1116,C0055,ADV001,2026-01-04,Review meeting,advisor,100,positive — action taken,positive,business exit planning|new investment opportunity,False,,False,
I1117,C0055,ADV001,2026-01-04,In-person meeting,advisor,70,neutral — information provided,positive,insurance review,False,,False,
I1118,C0055,ADV001,2026-01-11,Phone call,advisor,17,positive — follow up scheduled,neutral,market update|next gen engagement|cash flow review,False,,False,
I1119,C0055,ADV001,2026-01-12,Email,client,0,positive — follow up scheduled,positive,philanthropic planning|cash flow review|new investment opportunity,False,,False,
I1120,C0055,ADV001,2026-01-31,Phone call,advisor,14,positive — action taken,positive,retirement planning|business exit planning|market update,True,True,True,2026-02-17
I1121,C0055,ADV001,2026-02-11,Email,advisor,0,positive — action taken,positive,philanthropic planning|next gen engagement,False,,False,
I1122,C0055,ADV001,2026-02-18,In-person meeting,advisor,88,neutral — information provided,neutral,market update|next gen engagement|goal progress,False,,False,
